time_min,distance_m,snr_140_db,snr_220_db,snr_gap_db,pl_140_db,pl_220_db,state_140,state_220,is_raining,rain_rate,fog_visibility_m
30,130.9596405717703,55.12655470497762,47.741338978004244,7.385215726973378,117.8766411691784,121.90951831277285,LOS,LOS,False,0.0,
31,131.7745968143384,53.64279029700021,48.12589905411316,5.5168912428870485,117.8535876799646,121.9749822724645,LOS,LOS,False,0.0,
32,132.62529778648573,53.05963740194712,47.46868862291795,5.590948779029169,118.20830874440188,122.15114378650406,LOS,LOS,False,0.0,
33,133.53289884348786,54.31030138120074,47.8705423418899,6.439759039310836,117.94049540330299,122.1958045983103,LOS,LOS,False,0.0,
34,134.3639165149499,54.74067738654112,47.355109573747995,7.385567812793127,118.00685852555836,122.38004533324802,LOS,LOS,False,0.0,
35,135.21839449665768,52.598646815675195,46.20835608086711,6.390290734808083,118.59192387340353,122.5716124987939,LOS,LOS,False,0.0,
36,136.03438113061114,53.71349732091539,46.56060083832467,7.1528964825907195,118.32114518079813,122.37409649366388,LOS,LOS,False,0.0,
37,136.7709214149602,52.71056010968109,46.87374301709077,5.836817092590323,118.15166866910977,122.37403492547716,LOS,LOS,False,0.0,
38,137.53940675369725,53.367380971486746,47.2212110124934,6.146169958993347,118.54902489852532,122.43761445192844,LOS,LOS,False,0.0,
39,138.36354681168825,53.37935630922371,45.9887093687181,7.390646940505611,118.79772014756786,123.23003886749235,LOS,LOS,False,0.0,
40,139.20159859114355,53.927845521195856,47.467294049234326,6.46055147196153,118.30550026581022,122.5917544103773,LOS,LOS,False,0.0,
41,140.1480883458132,53.790033942246424,46.66865755150691,7.121376390739513,118.42434603722768,122.62882117611525,LOS,LOS,False,0.0,
42,141.05309316675346,54.53595401004386,45.996721254052595,8.539232755991264,118.41778556479358,122.81908303389487,LOS,LOS,False,0.0,
43,141.97415257372205,53.29030894299349,46.430050202516085,6.860258740477406,118.59347064007956,122.8421251887314,LOS,LOS,False,0.0,
44,142.96302167067424,53.51288430208358,44.09339551549388,9.419488786589696,118.56932381784607,124.66495161155588,LOS,LOS,False,0.0,
45,143.93740639309118,52.96893901196646,44.79858340789247,8.17035560407399,118.66003563226725,123.50461125415455,LOS,LOS,False,0.0,
46,144.94572207743934,53.02856131146895,46.233914365548586,6.794646945920363,118.68782713920413,122.92454362951354,LOS,LOS,False,0.0,
